identifier,title,description,subject,creator
http://arxiv.org/abs/1508.00688,Accelerating R with high performance linear algebra libraries,"  Linear algebra routines are basic building blocks for the statistical software. In this paper we analyzed how can we can improve R performance for matrix computations. We benchmarked few matrix operations using the standard linear algebra libraries included in the R distribution and high performance libraries like OpenBLAS, GotoBLAS and MKL. Our tests showed the the best results are obtained with the MKL library, the other two libraries having similar performances, but lower than MKL ",Computer Science - Mathematical Software ; 68N99 ; H.3.4 ; ,"Oancea, Bogdan ; Andrei, Tudorel ; Dragoescu, Raluca Mariana ; "
http://arxiv.org/abs/1508.00945,Structured Prediction: From Gaussian Perturbations to Linear-Time   Principled Algorithms,"  Margin-based structured prediction commonly uses a maximum loss over all possible structured outputs \cite{Altun03,Collins04b,Taskar03}. In natural language processing, recent work \cite{Zhang14,Zhang15} has proposed the use of the maximum loss over random structured outputs sampled independently from some proposal distribution. This method is linear-time in the number of random structured outputs and trivially parallelizable. We study this family of loss functions in the PAC-Bayes framework under Gaussian perturbations \cite{McAllester07}. Under some technical conditions and up to statistical accuracy, we show that this family of loss functions produces a tighter upper bound of the Gibbs decoder distortion than commonly used methods. Thus, using the maximum loss over random structured outputs is a principled way of learning the parameter of structured prediction models. Besides explaining the experimental success of \cite{Zhang14,Zhang15}, our theoretical results show that more general techniques are possible. ",Statistics - Machine Learning ; Computer Science - Machine Learning ; ,"Honorio, Jean ; Jaakkola, Tommi ; "
http://arxiv.org/abs/1508.01014,Computational complexity of distance edge labeling,"  The problem of Distance Edge Labeling is a variant of Distance Vertex Labeling (also known as $L_{2,1}$ labeling) that has been studied for more than twenty years and has many applications, such as frequency assignment.   The Distance Edge Labeling problem asks whether the edges of a given graph can be labeled such that the labels of adjacent edges differ by at least two and the labels of edges of distance two differ by at least one. Labels are chosen from the set $\{0,1,\dots,\lambda\}$ for $\lambda$ fixed.   We present a full classification of its computational complexity - a dichotomy between the polynomially solvable cases and the remaining cases which are NP-complete. We characterise graphs with $\lambda \le 4$ which leads to a polynomial-time algorithm recognizing the class and we show NP-completeness for $\lambda \ge 5$ by several reductions from Monotone Not All Equal 3-SAT. ",Computer Science - Discrete Mathematics ; Computer Science - Computational Complexity ; G.2.2 ; F.2.2 ; ,"Knop, Dušan ; Masařík, Tomáš ; "
http://arxiv.org/abs/1508.01059,Offline and Online Models of Budget Allocation for Maximizing Influence   Spread,"  The research of influence propagation in social networks via word-of-mouth processes has been given considerable attention in recent years. Arguably, the most fundamental problem in this domain is influence maximization, where the goal is to identify a seed set of individuals that can trigger a large cascade of influence in the network. While there has been significant progress regarding this problem and its variants, one basic shortcoming of the models is that they lack the flexibility in the way the budget is allocated to individuals. Indeed, budget allocation is a critical issue in advertising and viral marketing. Taking the other point of view, known models allowing flexible budget allocation do not take into account the influence spread in the network. We introduce a generalized model that captures both budgets and influence propagation simultaneously.   For the offline setting, we identify a large family of budget-based propagation functions that admit tight approximation guarantee. This family extends most of the previously studied influence models, including the well-known Triggering model. We establish that any function in this family implies an instance of a monotone submodular function maximization over the integer lattice subject to a knapsack constraint. This problem is known to admit an optimal (1-1/e)-approximation. We also study the price of anarchy of the multi-player game that extends the model and establish tight results.   For the online setting, in which an unknown subset of agents arrive in a random order and the algorithm needs to make an irrevocable budget allocation in each step, we develop a 1/(15e)-competitive algorithm. This setting extends the secretary problem, and its variant, the submodular knapsack secretary problem. Notably, our algorithm improves over the best known approximation for the latter problem, even though it applies to a more general setting. ",Computer Science - Data Structures and Algorithms ; Computer Science - Computer Science and Game Theory ; Computer Science - Social and Information Networks ; ,"Avigdor-Elgrabli, Noa ; Blocq, Gideon ; Gamzu, Iftah ; Orda, Ariel ; "
http://arxiv.org/abs/1508.01775,Cascading Power Outages Propagate Locally in an Influence Graph that is   not the Actual Grid Topology,"  In a cascading power transmission outage, component outages propagate non-locally, after one component outages, the next failure may be very distant, both topologically and geographically. As a result, simple models of topological contagion do not accurately represent the propagation of cascades in power systems. However, cascading power outages do follow patterns, some of which are useful in understanding and reducing blackout risk. This paper describes a method by which the data from many cascading failure simulations can be transformed into a graph-based model of influences that provides actionable information about the many ways that cascades propagate in a particular system. The resulting ""influence graph"" model is Markovian, in that component outage probabilities depend only on the outages that occurred in the prior generation. To validate the model we compare the distribution of cascade sizes resulting from $n-2$ contingencies in a $2896$ branch test case to cascade sizes in the influence graph. The two distributions are remarkably similar. In addition, we derive an equation with which one can quickly identify modifications to the proposed system that will substantially reduce cascade propagation. With this equation one can quickly identify critical components that can be improved to substantially reduce the risk of large cascading blackouts. ",Physics - Physics and Society ; Computer Science - Systems and Control ; ,"Hines, Paul D. H. ; Dobson, Ian ; Rezaei, Pooya ; "
http://arxiv.org/abs/1508.01841,Hypergraph coloring up to condensation,"  Improving a result of Dyer, Frieze and Greenhill [Journal of Combinatorial Theory, Series B, 2015], we determine the $q$-colorability threshold in random $k$-uniform hypergraphs up to an additive error of $\ln 2+\varepsilon_q$, where $\lim_{q\to\infty}\varepsilon_q=0$. The new lower bound on the threshold matches the ""condensation phase transition"" predicted by statistical physics considerations [Krzakala et al., PNAS 2007]. ",Computer Science - Discrete Mathematics ; Mathematics - Combinatorics ; ,"Ayre, Peter ; Coja-Oghlan, Amin ; Greenhill, Catherine ; "
http://arxiv.org/abs/1508.01950,Defending Against Stealthy Attacks on Multiple Nodes with Limited   Resources: A Game-Theoretic Analysis,"  Stealthy attacks are a major cyber-security threat. In practice, both attackers and defenders have resource constraints that could limit their capabilities. Hence, to develop robust defense strategies, a promising approach is to utilize game theory to understand the fundamental trade-offs involved. Previous works in this direction, however, mainly focus on the single-node case without considering strict resource constraints. In this paper, a game-theoretic model for protecting a system of multiple nodes against stealthy attacks is proposed. We consider the practical setting where the frequencies of both attack and defense are constrained by limited resources, and an asymmetric feedback structure where the attacker can fully observe the states of nodes while largely hiding its actions from the defender. We characterize the best response strategies for both attacker and defender in the space of both non-adaptive and adaptive strategies, and study the Nash Equilibria of the game. We further study a sequential game where the defender first announces its strategy and the attacker then responds accordingly, and design an algorithm that finds a nearly optimal strategy for the defender to commit to. ",Computer Science - Computer Science and Game Theory ; ,"Zhang, Ming ; Zheng, Zizhan ; Shroff, Ness B. ; "
http://arxiv.org/abs/1508.01993,Improving Decision Analytics with Deep Learning: The Case of Financial   Disclosures,"  Decision analytics commonly focuses on the text mining of financial news sources in order to provide managerial decision support and to predict stock market movements. Existing predictive frameworks almost exclusively apply traditional machine learning methods, whereas recent research indicates that traditional machine learning methods are not sufficiently capable of extracting suitable features and capturing the non-linear nature of complex tasks. As a remedy, novel deep learning models aim to overcome this issue by extending traditional neural network models with additional hidden layers. Indeed, deep learning has been shown to outperform traditional methods in terms of predictive performance. In this paper, we adapt the novel deep learning technique to financial decision support. In this instance, we aim to predict the direction of stock movements following financial disclosures. As a result, we show how deep learning can outperform the accuracy of random forests as a benchmark for machine learning by 5.66%. ",Statistics - Machine Learning ; Computer Science - Computation and Language ; Computer Science - Machine Learning ; ,"Feuerriegel, Stefan ; Fehrer, Ralph ; "
http://arxiv.org/abs/1508.02340,The Pontryagin Maximum Principle for Nonlinear Infinite Horizon Optimal   Control Problems with State Constraints,"  The famous proof of the Pontryagin maximum principle for control problems on a finite horizon bases on the needle variation technique, as well as the separability concept of cones created by disturbances of the trajectories. In this preprint, we develop this method for infinite horizon optimal control problems. The results are necessary conditions for a strong local minimizer in form of the Pontryagin maximum principle, Arrow type sufficiency conditions and the validity of diverse transversality conditions. ","Mathematics - Optimization and Control ; Computer Science - Systems and Control ; 34, 46, 49 ; ","Tauchnitz, Nico ; "
http://arxiv.org/abs/1508.02521,Topology Control of wireless sensor network using Quantum Inspired   Genetic algorithm,"  In this work, an evolving Linked Quantum register has been introduced, which are group vector of binary pair of genes, which in its local proximity represent those nodes that will have high connectivity and keep the energy consumption at low, and which are taken into account for topology control. The register works in higher dimension. Here order-2 Quantum inspired genetic algorithm has been used and also higher order can be used to achieve greater versatility in topology control of nodes. Numerical result has been obtained, analysis is done as how the result has previously been obtained with Quantum genetic algorithm and results are compared too. For future work, factor is hinted which would exploit the algorithm to work in more computational intensive problem. ",Computer Science - Neural and Evolutionary Computing ; Computer Science - Networking and Internet Architecture ; ,"Ullah, Sajid ; Wahid, Mussarat ; "
http://arxiv.org/abs/1508.02570,A Combinatorial Model of Interference in Frequency Hopping Schemes,"  In a frequency hopping (FH) scheme users communicate simultaneously using FH sequences defined on the same set of frequency channels. An FH sequence specifies the frequency channel to be used as communication progresses. Much of the research on the performance of FH schemes is based on either pairwise mutual interference or adversarial interference but not both. In this paper, we evaluate the performance of an FH scheme with respect to both group-wise mutual interference and adversarial interference (jamming), bearing in mind that more than two users may be transmitting simultaneously in the presence of a jammer. We establish a correspondence between a cover-free code and an FH scheme. This gives a lower bound on the transmission capacity. Furthermore, we specify a jammer model and consider what additional properties a cover-free code should have to resist the jammer. We demonstrate that a purely combinatorial approach is inadequate against such a jammer, but that with the use of pseudorandomness, we can have a system that has high throughput as well as security against jamming. ","Computer Science - Information Theory ; Mathematics - Combinatorics ; 94A05, 94A55, 94B60 ; ","Nyirenda, Mwawi M. ; Ng, Siaw-Lynn ; Martin, Keith M. ; "
http://arxiv.org/abs/1508.02759,Technical Note: Split Algorithm in O(n) for the Capacitated Vehicle   Routing Problem,"  The Split algorithm is an essential building block of route-first cluster-second heuristics and modern genetic algorithms for vehicle routing problems. The algorithm is used to partition a solution, represented as a giant tour without occurrences of the depot, into separate routes with minimum cost. As highlighted by the recent survey of [Prins, Lacomme and Prodhon, Transport Res. C (40), 179-200], no less than 70 recent articles use this technique. In the vehicle routing literature, Split is usually assimilated to the search for a shortest path in a directed acyclic graph $\mathcal{G}$ and solved in $O(nB)$ using Bellman's algorithm, where $n$ is the number of delivery points and $B$ is the average number of feasible routes that start with a given customer in the giant tour. Some linear-time algorithms are also known for this problem as a consequence of a Monge property of $\mathcal{G}$. In this article, we highlight a stronger property of this graph, leading to a simple alternative algorithm in $O(n)$. Experimentally, we observe that the approach is faster than the classical Split for problem instances of practical size. We also extend the method to deal with a limited fleet and soft capacity constraints. ",Computer Science - Data Structures and Algorithms ; ,"Vidal, Thibaut ; "
http://arxiv.org/abs/1508.02793,A generalized Goulden-Jackson cluster method and lattice path   enumeration,"  The Goulden-Jackson cluster method is a powerful tool for obtaining generating functions for counting words in a free monoid by occurrences of a set of subwords. We introduce a generalization of the cluster method for monoid networks, which generalize the combinatorial framework of free monoids. As a sample application of the generalized cluster method, we compute bivariate and multivariate generating functions counting Motzkin paths---both with height bounded and unbounded---by statistics corresponding to the number of occurrences of various subwords, yielding both closed-form and continued fraction formulae. ","Mathematics - Combinatorics ; Computer Science - Discrete Mathematics ; Computer Science - Formal Languages and Automata Theory ; 05A15, 05A05, 05C50, 68R05 ; ","Zhuang, Yan ; "
http://arxiv.org/abs/1508.03117,Optimized Projections for Compressed Sensing via Direct Mutual Coherence   Minimization,"  Compressed Sensing (CS) is a novel technique for simultaneous signal sampling and compression based on the existence of a sparse representation of signal and a projected dictionary $PD$, where $P\in\mathbb{R}^{m\times d}$ is the projection matrix and $D\in\mathbb{R}^{d\times n}$ is the dictionary. To exactly recover the signal with a small number of measurements $m$, the projected dictionary $PD$ is expected to be of low mutual coherence. Several previous methods attempt to find the projection $P$ such that the mutual coherence of $PD$ can be as low as possible. However, they do not minimize the mutual coherence directly and thus their methods are far from optimal. Also the solvers they used lack of the convergence guarantee and thus there has no guarantee on the quality of their obtained solutions. This work aims to address these issues. We propose to find an optimal projection by minimizing the mutual coherence of $PD$ directly. This leads to a nonconvex nonsmooth minimization problem. We then approximate it by smoothing and solve it by alternate minimization. We further prove the convergence of our algorithm. To the best of our knowledge, this is the first work which directly minimizes the mutual coherence of the projected dictionary with a convergence guarantee. Numerical experiments demonstrate that the proposed method can recover sparse signals better than existing methods. ",Computer Science - Information Theory ; Computer Science - Machine Learning ; ,"Lu, Canyi ; Li, Huan ; Lin, Zhouchen ; "
http://arxiv.org/abs/1508.03263,Logic Programming with Macro Connectives,"  Logic programming such as Prolog is often sequential and slow because each execution step processes only a single, $micro$ connective. To fix this problem, we propose to use $macro$ connectives as the means of improving both readability and performance. ",Computer Science - Programming Languages ; ,"Kwon, Keehang ; "
http://arxiv.org/abs/1508.03269,A New Approach to an Old Problem: The Reconstruction of a Go Game   through a Series of Photographs,"  Given a series of photographs taken during a Go game, we describe the techniques we successfully employ for pinpointing the grid lines of the Go board and for tracking their small movements between consecutive photographs; then we discuss how to approximate the location and orientation of the observer's point of view, in order to compensate for projection effects. Finally we describe the different criteria that jointly form the algorithm for stones' detection, thus enabling us to automatically reconstruct the whole move sequence. ",Computer Science - Computer Vision and Pattern Recognition ; I.2.10 ; I.4.8 ; I.5.5 ; ,"Corsolini, Mario ; Carta, Andrea ; "
http://arxiv.org/abs/1508.03401,Binary Compressive Sensing via Analog Fountain Coding,"  In this paper, a compressive sensing (CS) approach is proposed for sparse binary signals' compression and reconstruction based on analog fountain codes (AFCs). In the proposed scheme, referred to as the analog fountain compressive sensing (AFCS), each measurement is generated from a linear combination of L randomly selected binary signal elements with real weight coefficients. The weight coefficients are chosen from a finite weight set and L, called measurement degree, is obtained based on a predefined degree distribution function. We propose a simple verification based reconstruction algorithm for the AFCS in the noiseless case. The proposed verification based decoder is analyzed through SUM-OR tree analytical approach and an optimization problem is formulated to find the optimum measurement degree to minimize the number of measurements required for the reconstruction of binary sparse signals. We show that in the AFCS, the number of required measurements is of O(-n log(1-k/n)), where n is the signal length and k is the signal sparsity level. We then consider the signal reconstruction of AFCS in the presence of additive white Gaussian noise (AWGN) and the standard message passing decoder is then used for the signal recovery. Simulation results show that the AFCS can perfectly recover all non-zero elements of the sparse binary signal with a significantly reduced number of measurements, compared to the conventional binary CS and L1-minimization approaches in a wide range of signal to noise ratios (SNRs). Finally, we show a practical application of the AFCS for the sparse event detection in wireless sensor networks (WSNs), where the sensors' readings can be treated as measurements from the CS point of view. ",Computer Science - Information Theory ; ,"Shirvanimoghaddam, Mahyar ; Li, Yonghui ; Vucetic, Branka ; Yuan, Jinhong ; "
http://arxiv.org/abs/1508.03773,No acute tetrahedron is an 8-reptile,"  An $r$-gentiling is a dissection of a shape into $r \geq 2$ parts which are all similar to the original shape. An $r$-reptiling is an $r$-gentiling of which all parts are mutually congruent. This article shows that no acute tetrahedron is an $r$-gentile or $r$-reptile for any $r < 9$, by showing that no acute spherical diangle can be dissected into less than nine acute spherical triangles. ",Computer Science - Computational Geometry ; Mathematics - Metric Geometry ; ,"Haverkort, Herman ; "
http://arxiv.org/abs/1508.03837,Incorporating User Interaction into Imperative Languages,"  In this paper, we present two new forms of the $write$ statement: one of the form $write(x);G$ where $G$ is a statement and the other of the form $write(x);D$ where $D$ is a module. The former is a generalization of traditional $write$ statement and is quite useful. The latter is useful for implementing interactive modules. ",Computer Science - Programming Languages ; ,"Kwon, Keehang ; "
http://arxiv.org/abs/1508.03878,A Pessimistic Approximation for the Fisher Information Measure,"  The problem of determining the intrinsic quality of a signal processing system with respect to the inference of an unknown deterministic parameter $\theta$ is considered. While the Fisher information measure $F(\theta)$ forms a classical tool for such a problem, direct computation of the information measure can become difficult in various situations. For the estimation theoretic performance analysis of nonlinear measurement systems, the form of the likelihood function can make the calculation of the information measure $F(\theta)$ challenging. In situations where no closed-form expression of the statistical system model is available, the analytical derivation of $F(\theta)$ is not possible at all. Based on the Cauchy-Schwarz inequality, we derive an alternative information measure $S(\theta)$. It provides a lower bound on the Fisher information $F(\theta)$ and has the property of being evaluated with the mean, the variance, the skewness and the kurtosis of the system model at hand. These entities usually exhibit good mathematical tractability or can be determined at low-complexity by real-world measurements in a calibrated setup. With various examples, we show that $S(\theta)$ provides a good conservative approximation for $F(\theta)$ and outline different estimation theoretic problems where the presented information bound turns out to be useful. ",Computer Science - Information Theory ; Electrical Engineering and Systems Science - Signal Processing ; ,"Stein, Manuel ; Nossek, Josef A. ; "
http://arxiv.org/abs/1508.03891,REBA: A Refinement-Based Architecture for Knowledge Representation and   Reasoning in Robotics,"  This paper describes an architecture for robots that combines the complementary strengths of probabilistic graphical models and declarative programming to represent and reason with logic-based and probabilistic descriptions of uncertainty and domain knowledge. An action language is extended to support non-boolean fluents and non-deterministic causal laws. This action language is used to describe tightly-coupled transition diagrams at two levels of granularity, with a fine-resolution transition diagram defined as a refinement of a coarse-resolution transition diagram of the domain. The coarse-resolution system description, and a history that includes (prioritized) defaults, are translated into an Answer Set Prolog (ASP) program. For any given goal, inference in the ASP program provides a plan of abstract actions. To implement each such abstract action, the robot automatically zooms to the part of the fine-resolution transition diagram relevant to this action. A probabilistic representation of the uncertainty in sensing and actuation is then included in this zoomed fine-resolution system description, and used to construct a partially observable Markov decision process (POMDP). The policy obtained by solving the POMDP is invoked repeatedly to implement the abstract action as a sequence of concrete actions, with the corresponding observations being recorded in the coarse-resolution history and used for subsequent reasoning. The architecture is evaluated in simulation and on a mobile robot moving objects in an indoor domain, to show that it supports reasoning with violation of defaults, noisy observations and unreliable actions, in complex domains. ",Computer Science - Robotics ; Computer Science - Artificial Intelligence ; Computer Science - Logic in Computer Science ; ,"Sridharan, Mohan ; Gelfond, Michael ; Zhang, Shiqi ; Wyatt, Jeremy ; "
http://arxiv.org/abs/1508.04095,Algorithmic Aspects of Optimal Channel Coding,"  A central question in information theory is to determine the maximum success probability that can be achieved in sending a fixed number of messages over a noisy channel. This was first studied in the pioneering work of Shannon who established a simple expression characterizing this quantity in the limit of multiple independent uses of the channel. Here we consider the general setting with only one use of the channel. We observe that the maximum success probability can be expressed as the maximum value of a submodular function. Using this connection, we establish the following results:   1. There is a simple greedy polynomial-time algorithm that computes a code achieving a (1-1/e)-approximation of the maximum success probability. Moreover, for this problem it is NP-hard to obtain an approximation ratio strictly better than (1-1/e).   2. Shared quantum entanglement between the sender and the receiver can increase the success probability by a factor of at most 1/(1-1/e). In addition, this factor is tight if one allows an arbitrary non-signaling box between the sender and the receiver.   3. We give tight bounds on the one-shot performance of the meta-converse of Polyanskiy-Poor-Verdu. ",Computer Science - Information Theory ; Computer Science - Data Structures and Algorithms ; Quantum Physics ; ,"Barman, Siddharth ; Fawzi, Omar ; "
http://arxiv.org/abs/1508.04417,Social Influence in the Concurrent Diffusion of Information and   Behaviors in Online Social Networks,"  The emergence of online social networks has greatly facilitated the diffusion of information and behaviors. While the two diffusion processes are often intertwined, ""talking the talk"" does not necessarily mean ""walking the talk""--those who share information about an action may not actually participate in it. We do not know if the diffusion of information and behaviors are similar, or if social influence plays an equally important role in these processes. Integrating text mining, social network analyses, and survival analysis, this research examines the concurrent spread of information and behaviors related to the Ice Bucket Challenge on Twitter. We show that the two processes follow different patterns. Unilateral social influence contributes to the diffusion of information, but not to the diffusion of behaviors; bilateral influence conveyed via the communication process is a significant and positive predictor of the diffusion of behaviors, but not of information. These results have implications for theories of social influence, social networks, and contagion. ",Computer Science - Social and Information Networks ; Physics - Physics and Society ; ,"Zhao, Kang ; Wang, Shiyao ; Vasi, Ion B. ; Zhang, Qi ; "
http://arxiv.org/abs/1508.04596,Large scale three-dimensional topology optimisation of heat sinks cooled   by natural convection,"  This work presents the application of density-based topology optimisation to the design of three-dimensional heat sinks cooled by natural convection. The governing equations are the steady-state incompressible Navier-Stokes equations coupled to the thermal convection-diffusion equation through the Bousinessq approximation. The fully coupled non-linear multiphysics system is solved using stabilised trilinear equal-order finite elements in a parallel framework allowing for the optimisation of large scale problems with order of 40-330 million state degrees of freedom. The flow is assumed to be laminar and several optimised designs are presented for Grashof numbers between $10^3$ and $10^6$. Interestingly, it is observed that the number of branches in the optimised design increases with increasing Grashof numbers, which is opposite to two-dimensional optimised designs. ","Physics - Fluid Dynamics ; Computer Science - Computational Engineering, Finance, and Science ; ","Alexandersen, Joe ; Sigmund, Ole ; Aage, Niels ; "
http://arxiv.org/abs/1508.04606,Distributed Event-Triggered Control for Asymptotic Synchronization of   Dynamical Networks,"  This paper studies synchronization of dynamical networks with event-based communication. Firstly, two estimators are introduced into each node, one to estimate its own state, and the other to estimate the average state of its neighbours. Then, with these two estimators, a distributed event-triggering rule (ETR) with a dwell time is designed such that the network achieves synchronization asymptotically with no Zeno behaviours. The designed ETR only depends on the information that each node can obtain, and thus can be implemented in a decentralized way. ",Computer Science - Systems and Control ; Computer Science - Multiagent Systems ; Mathematics - Dynamical Systems ; ,"Liu, Tao ; Cao, Ming ; De Persis, Claudio ; Hendrickx, Julien M. ; "
http://arxiv.org/abs/1508.04720,Quickest Detection for Changes in Maximal kNN Coherence of Random   Matrices,"  This paper addresses the problem of quickest detection of a change in the maximal coherence between columns of a $n\times p$ random matrix based on a sequence of matrix observations having a single unknown change point. The random matrix is assumed to have identically distributed rows and the maximal coherence is defined as the largest of the $p \choose 2$ correlation coefficients associated with any row. Likewise, the $k$ nearest neighbor (kNN) coherence is defined as the $k$-th largest of these correlation coefficients. The forms of the pre- and post-change distributions of the observed matrices are assumed to belong to the family of elliptically contoured densities with sparse dispersion matrices but are otherwise unknown. A non-parametric stopping rule is proposed that is based on the maximal k-nearest neighbor sample coherence between columns of each observed random matrix. This is a summary statistic that is related to a test of the existence of a hub vertex in a sample correlation graph having a degree at least $k$. Performance bounds on the delay and false alarm performance of the proposed stopping rule are obtained in the purely high dimensional regime where $p\rightarrow \infty$ and $n$ is fixed. When the pre-change dispersion matrix is diagonal it is shown that, among all functions of the proposed summary statistic, the proposed stopping rule is asymptotically optimal under a minimax quickest change detection (QCD) model as the stopping threshold approaches infinity. The theory developed also applies to sequential hypothesis testing and fixed sample size tests. ",Mathematics - Statistics Theory ; Computer Science - Information Theory ; Mathematics - Probability ; ,"Banerjee, Taposh ; Firouzi, Hamed ; Hero III, Alfred O. ; "
http://arxiv.org/abs/1508.05117,The backtracking survey propagation algorithm for solving random K-SAT   problems,"  Discrete combinatorial optimization has a central role in many scientific disciplines, however, for hard problems we lack linear time algorithms that would allow us to solve very large instances. Moreover, it is still unclear what are the key features that make a discrete combinatorial optimization problem hard to solve. Here we study random K-satisfiability problems with $K=3,4$, which are known to be very hard close to the SAT-UNSAT threshold, where problems stop having solutions. We show that the backtracking survey propagation algorithm, in a time practically linear in the problem size, is able to find solutions very close to the threshold, in a region unreachable by any other algorithm. All solutions found have no frozen variables, thus supporting the conjecture that only unfrozen solutions can be found in linear time, and that a problem becomes impossible to solve in linear time when all solutions contain frozen variables. ",Computer Science - Computational Complexity ; Computer Science - Artificial Intelligence ; Computer Science - Data Structures and Algorithms ; ,"Marino, Raffaele ; Parisi, Giorgio ; Ricci-Tersenghi, Federico ; "
http://arxiv.org/abs/1508.05232,Variable-mixing parameter quantized kernel robust mixed-norm algorithms   for combating impulsive interference,"  Although the kernel robust mixed-norm (KRMN) algorithm outperforms the kernel least mean square (KLMS) algorithm in impulsive noise, it still has two major problems as follows: (1) The choice of the mixing parameter in the KRMN is crucial to obtain satisfactory performance. (2) The structure of the KRMN algorithm grows linearly as the iteration goes on, thus it has high computational complexity and memory requirements. To solve the parameter selection problem, two variable-mixing parameter KRMN (VPKRMN) algorithms are developed in this paper. Moreover, a sparsification algorithm, quantized VPKRMN (QVPKRMN) algorithm is introduced for nonlinear system identification with impulsive interferences. The energy conservation relation (ECR) and convergence property of the QVPKRMN algorithm are analyzed. Simulation results in the context of nonlinear system identification under impulsive interference demonstrate the superior performance of the proposed VPKRMN and QVPKRMN algorithms as compared with the existing algorithms. ",Computer Science - Systems and Control ; ,"Lu, Lu ; Zhao, Haiquan ; Chen, Badong ; "
http://arxiv.org/abs/1508.05465,A representation of antimatroids by Horn rules and its application to   educational systems,"  We study a representation of an antimatroid by Horn rules, motivated by its recent application to computer-aided educational systems. We associate any set $\mathcal{R}$ of Horn rules with the unique maximal antimatroid $\mathcal{A}(\mathcal{R})$ that is contained in the union-closed family $\mathcal{K}(\mathcal{R})$ naturally determined by ${\cal R}$. We address algorithmic and Boolean function theoretic aspects on the association ${\cal R} \mapsto \mathcal{A}(\mathcal{R})$, where ${\cal R}$ is viewed as the input. We present linear time algorithms to solve the membership problem and the inference problem for ${\cal A}({\cal R})$. We also provide efficient algorithms for generating all members and all implicates of ${\cal A}({\cal R})$. We show that this representation is essentially equivalent to the Korte-Lov\'{a}sz representation of antimatroids by rooted sets. Based on the equivalence, we provide a quadratic time algorithm to construct the uniquely-determined minimal representation. % These results have potential applications to computer-aided educational systems, where an antimatroid is used as a model of the space of possible knowledge states of learners, and is constructed by giving Horn queries to a human expert. ",Mathematics - Combinatorics ; Computer Science - Logic in Computer Science ; ,"Yoshikawa, Hiyori ; Hirai, Hiroshi ; Makino, Kazuhisa ; "
http://arxiv.org/abs/1508.05559,Structured Interactive Music Scores,"  Interactive Scores is a formalism for the design and performance of interactive scenarios that provides temporal relations (TRs) among the objects of the scenario. We can model TRs among objects in Time Stream Petri nets, but it is difficult to represent global constraints. This can be done explicitly in the Non-deterministic Timed Concurrent Constraint (ntcc) calculus. We want to formalize a heterogeneous system that controls in one subsystem the concurrent execution of the objects using ntcc, and audio and video processing in the other. We also plan to develop an automatic verifier for ntcc. ",Computer Science - Logic in Computer Science ; D.1.6 ; F.4.1 ; ,"Toro, Mauricio ; "
http://arxiv.org/abs/1508.05766,$n$-permutability and linear Datalog implies symmetric Datalog,"  We show that if $\mathbb A$ is a core relational structure such that CSP($\mathbb A$) can be solved by a linear Datalog program, and $\mathbb A$ is $n$-permutable for some $n$, then CSP($\mathbb A$) can be solved by a symmetric Datalog program (and thus CSP($\mathbb A$) lies in deterministic logspace). At the moment, it is not known for which structures $\mathbb A$ will CSP($\mathbb A$) be solvable by a linear Datalog program. However, once somebody obtains a characterization of linear Datalog, our result immediately gives a characterization of symmetric Datalog. ","Computer Science - Computational Complexity ; 68Q17, 68R05, 03C05 ; ","Kazda, Alexandr ; "
http://arxiv.org/abs/1508.06269,A systematic process for evaluating structured perfect Bayesian   equilibria in dynamic games with asymmetric information,"  We consider finite-horizon and infinite-horizon versions of a dynamic game with $N$ selfish players who observe their types privately and take actions that are publicly observed. Players' types evolve as conditionally independent Markov processes, conditioned on their current actions. Their actions and types jointly determine their instantaneous rewards. In dynamic games with asymmetric information, a widely used concept of equilibrium is perfect Bayesian equilibrium (PBE), which consists of a strategy and belief pair that simultaneously satisfy sequential rationality and belief consistency. In general, there does not exist a universal algorithm that decouples the interdependence of strategies and beliefs over time in calculating PBE. In this paper, for the finite-horizon game with independent types we develop a two-step backward-forward recursive algorithm that sequentially decomposes the problem (w.r.t. time) to obtain a subset of PBEs, which we refer to as structured Bayesian perfect equilibria (SPBE). In such equilibria, a player's strategy depends on its history only through a common public belief and its current private type. The backward recursive part of this algorithm defines an equilibrium generating function. Each period in the backward recursion involves solving a fixed-point equation on the space of probability simplexes for every possible belief on types. Using this function, equilibrium strategies and beliefs are generated through a forward recursion. We then extend this methodology to the infinite-horizon model, where we propose a time-invariant single-shot fixed-point equation, which in conjunction with a forward recursive step, generates the SPBE. Sufficient conditions for the existence of SPBE are provided. With our proposed method, we find equilibria that exhibit signaling behavior. This is illustrated with the help of a concrete public goods example. ",Mathematics - Optimization and Control ; Computer Science - Computer Science and Game Theory ; Computer Science - Systems and Control ; ,"Vasal, Deepanshu ; Sinha, Abhinav ; Anastasopoulos, Achilleas ; "
